0.03245224,0.028988797,0.027482305,0.026400219,0.025541618,0.024824024,0.024205058,0.023659512,0.023170495,0.022726478,0.022319994,0.021943824,0.021594271,0.021266738,0.020959045,0.020667967,0.020392169,0.020129584,0.019878935,0.019639103,0.019408792,0.019187368,0.018973924,0.018767756,0.018568352,0.018375078,0.0181875,0.018005211,0.017827779,0.017654888,0.017486225,0.017321506,0.017160462,0.017002849,0.01684849,0.016697205,0.016548773,0.016403059,0.016259914,0.016119202,0.015980814
0.033400287,0.029835642,0.028285129,0.027171424,0.026287733,0.02554917,0.024912115,0.024350627,0.023847322,0.023390329,0.022971967,0.022584806,0.022225037,0.021887934,0.02157125,0.021271667,0.020987811,0.020717552,0.020459578,0.020212738,0.019975698,0.019747803,0.019528122,0.019315929,0.019110699,0.018911778,0.018718718,0.018531102,0.018348486,0.018170543,0.017996951,0.017827418,0.017661669,0.01749945,0.01734058,0.017184875,0.017032105,0.016882134,0.016734805,0.016589982,0.016447549
0.034375943,0.030707149,0.029111331,0.027965086,0.027055574,0.02629543,0.02563976,0.025061865,0.024543856,0.024073509,0.023642921,0.023244449,0.022874167,0.022527215,0.022201277,0.021892941,0.021600791,0.021322635,0.021057124,0.020803071,0.020559105,0.020324552,0.020098452,0.019880059,0.019668832,0.019464098,0.019265398,0.0190723,0.018884348,0.018701206,0.018522542,0.018348055,0.018177462,0.018010503,0.017846992,0.017686737,0.017529503,0.01737515,0.017223516,0.017074462,0.016927867
0.035380013,0.031604033,0.029961589,0.028781855,0.02784577,0.027063416,0.026388589,0.025793809,0.025260666,0.024776576,0.024333407,0.023923293,0.023542192,0.023185104,0.022849642,0.022532299,0.022231614,0.02194533,0.021672063,0.021410586,0.021159493,0.020918087,0.02068538,0.020460607,0.020243209,0.020032493,0.019827987,0.019629248,0.019435804,0.019247311,0.019063427,0.018883842,0.018708265,0.018536428,0.01836814,0.018203203,0.018041375,0.017882511,0.017726447,0.017573038,0.01742216
0.036413323,0.032527035,0.030836606,0.029622408,0.028658975,0.027853763,0.02715922,0.026547062,0.025998346,0.025500111,0.025043994,0.0246219,0.024229665,0.023862145,0.023516882,0.023190268,0.022880799,0.022586151,0.0223049,0.022035784,0.021777355,0.021528897,0.021289391,0.021058052,0.020834303,0.02061743,0.02040695,0.020202405,0.020003309,0.019809309,0.019620053,0.019435222,0.019254515,0.019077658,0.018904453,0.018734697,0.018568141,0.018404637,0.018244013,0.018086122,0.017930836
0.037476722,0.033476913,0.031737101,0.030487432,0.029495854,0.028667119,0.027952285,0.027322243,0.026757499,0.026244708,0.025775266,0.025340842,0.024937147,0.024558892,0.024203542,0.023867387,0.023548878,0.023245622,0.022956155,0.022679177,0.022413199,0.022157483,0.02191098,0.021672883,0.021442597,0.021219389,0.02100276,0.02079224,0.020587328,0.02038766,0.020192876,0.020002645,0.019816659,0.019634635,0.01945637,0.019281655,0.019110234,0.018941953,0.018776636,0.018614132,0.01845431
0.038571083,0.034454444,0.03266381,0.031377638,0.030357094,0.02950415,0.028768433,0.028119986,0.027538747,0.027010975,0.026527819,0.026080706,0.025665219,0.025275915,0.024910184,0.02456421,0.024236398,0.023924282,0.023626361,0.023341292,0.023067544,0.022804359,0.022550655,0.022305602,0.02206859,0.021838862,0.021615905,0.021399235,0.021188337,0.020982837,0.020782363,0.020586574,0.020395156,0.020207814,0.020024342,0.019844524,0.019668095,0.019494898,0.019324753,0.019157501,0.01899301
0.039697307,0.035460434,0.033617495,0.032293756,0.031243402,0.030365543,0.029608336,0.028940946,0.028342732,0.027799543,0.027302273,0.026842102,0.026414477,0.026013803,0.025637388,0.025281309,0.024943923,0.024622689,0.024316066,0.02402267,0.023740927,0.023470055,0.02320894,0.02295673,0.022712795,0.022476356,0.022246886,0.022023888,0.02180683,0.021595327,0.021388997,0.02118749,0.02099048,0.020797666,0.020608835,0.020423765,0.020242182,0.020063926,0.01988881,0.019716674,0.019547378
0.040856317,0.036495706,0.034598939,0.033236537,0.032155505,0.031252005,0.03047268,0.029785797,0.029170112,0.028611057,0.028099262,0.027625651,0.027185535,0.026773159,0.02638575,0.026019271,0.025672032,0.025341415,0.025025837,0.024723871,0.024433899,0.024155116,0.023886374,0.023626798,0.023375738,0.023132393,0.022896222,0.02266671,0.022443312,0.022225632,0.022013275,0.021805883,0.021603119,0.021404673,0.021210327,0.02101985,0.020832964,0.020649501,0.020469271,0.020292107,0.020117866
0.042049065,0.037561112,0.035608947,0.034206756,0.033094151,0.032164263,0.031362176,0.030655231,0.030021566,0.029446181,0.028919438,0.028431996,0.027979026,0.027554607,0.027155883,0.026778701,0.026421321,0.026081048,0.025756254,0.025445468,0.025147028,0.024860103,0.024583512,0.024316355,0.024057963,0.023807511,0.023564442,0.023328227,0.023098304,0.022874267,0.022655708,0.022442258,0.022233572,0.022029331,0.021829308,0.021633269,0.021440924,0.021252103,0.021066609,0.020884271,0.020704941
